title,author,rating,genres,pages,ratings_count
’Salem’s Lot,"Stephen King, Stephen King",4.1,"Horror, Fiction, Vampires, Fantasy, Thriller, Paranormal, Audiobook, Supernatural, Mystery, Horror Thriller",483,628462
Bel Canto,"Ann Patchett, Ann Patchett",3.94,"Fiction, Book Club, Literary Fiction, Contemporary, Historical Fiction, Audiobook, Music, Novels, Literature, Adult Fiction",318,307732
A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane, James Joyce",3.64,"Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century, Literary Fiction, School, Audiobook",329,159635
Inferno,"Dante Alighieri, Anthony Esolen, Dante Alighieri",4.03,"Classics, Poetry, Fiction, Literature, Religion, Fantasy, School, Philosophy, Italian Literature, Medieval",490,197977
القرآن الكريم,"Anonymous, Yaşar Nuri Öztürk, Anonymous",4.38,"Nonfiction, Classics, Philosophy, Religion, Spirituality, History, Theology, Mythology, Poetry, Literature",604,71085
Tao Te Ching,"Lao Tzu, Gia-Fu Feng, Jane English, Lao Tzu",4.29,"Philosophy, Nonfiction, Classics, Spirituality, Religion, Poetry, China, Taoism, Self Help, Eastern Philosophy",107,174158
Cold Mountain,"Charles Frazier, Charles Frazier",3.89,"Historical Fiction, Fiction, Historical, Romance, Civil War, War, Classics, Book Club, Novels, Literary Fiction",449,247244
Cloud Atlas,"David Mitchell, David Mitchell",4.01,"Fiction, Science Fiction, Fantasy, Historical Fiction, Dystopia, Book Club, Literary Fiction, Contemporary, Novels, Literature",509,260442
As I Lay Dying,"William Faulkner, William Faulkner",3.72,"Classics, Fiction, Literature, Novels, American, School, Southern Gothic, Literary Fiction, 20th Century, Southern",288,179986
The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb, Lucie Konvičková, Victor Hugo",4.02,"Classics, Fiction, Historical Fiction, France, Literature, Gothic, French Literature, Historical, Romance, Novels",510,211324
Go Ask Alice,"Beatrice Sparks, Carlo Corsi, Anonymous, Beatrice Sparks",3.74,"Young Adult, Fiction, Classics, Contemporary, Banned Books, Mental Health, Realistic Fiction, Teen, Coming Of Age, Psychology",213,284666
The Tell-Tale Heart and Other Writings,"Edgar Allan Poe, Edgar Allan Poe",4.19,"Classics, Horror, Fiction, Short Stories, Poetry, Gothic, Mystery, Literature, School, Fantasy",448,243188
Eldest,"Christopher Paolini, Christopher Paolini",4.05,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy, Young Adult Fantasy, Audiobook, Epic Fantasy",704,476514
Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Dan Chaon, Robert Louis Stevenson",3.83,"Horror, Gothic, Mystery, Science Fiction, Fantasy, Audiobook, Literature, School, 19th Century, Thriller",139,633710
Mansfield Park,"Jane Austen, Kathryn Sutherland, Charles Edmund Brock, Jane Austen",3.86,"Fiction, Classics, Historical Fiction, Literature, Audiobook, Historical, 19th Century, Classic Literature, British Literature, Regency",488,368413
The Martian Chronicles,"Ray Bradbury, Michael Whelan, Ray Bradbury",4.16,"Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook, Space, American, Literature",182,277100
Brisingr,"Christopher Paolini, Christopher Paolini",4.11,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy, Epic Fantasy, Audiobook, Young Adult Fantasy",748,401910
A Separate Peace,"John Knowles, David Levithan, John Knowles",3.6,"Classics, Fiction, Historical Fiction, School, Young Adult, Coming Of Age, High School, Literature, Read For School, Dark Academia",208,228189
Dark Lover,"J.R. Ward, J.R. Ward",4.16,"Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Adult, Fiction, Supernatural, Erotica, Audiobook",393,347006
Steppenwolf,"Hermann Hesse, Basil Creighton, Hermann Hesse",4.13,"Fiction, Classics, Philosophy, German Literature, Literature, Novels, Germany, 20th Century, Psychology, Literary Fiction",256,203523
The BFG,"Roald Dahl, Quentin Blake, Roald Dahl",4.23,"Fantasy, Childrens, Fiction, Middle Grade, Young Adult, Humor, Adventure, Classics, Audiobook, Juvenile",199,511158
Robinson Crusoe,"Daniel Defoe, Virginia Woolf, Daniel Defoe",3.68,"Classics, Fiction, Adventure, Literature, Historical Fiction, Novels, 18th Century, Classic Literature, School, British Literature",320,322242
Stargirl,"Jerry Spinelli, Jerry Spinelli",3.77,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Middle Grade, Childrens, School, Teen, Coming Of Age",186,333103
The Amazing Adventures of Kavalier & Clay,"Michael Chabon, Michael Chabon",4.18,"Fiction, Historical Fiction, Book Club, Novels, Literary Fiction, Literature, Historical, Contemporary, Jewish, Comics",639,208708
The Remains of the Day,"Kazuo Ishiguro, Kazuo Ishiguro",4.14,"Fiction, Historical Fiction, Classics, Literary Fiction, Historical, Literature, Book Club, Novels, Audiobook, British Literature",258,337408
The Amber Spyglass,"Philip Pullman, Philip Pullman",4.1,"Fantasy, Young Adult, Fiction, Adventure, Audiobook, Science Fiction, Childrens, Science Fiction Fantasy, Steampunk, Middle Grade",465,374283
"Blood Meridian, or, the Evening Redness in the West","Cormac McCarthy, Cormac McCarthy",4.16,"Fiction, Historical Fiction, Westerns, Classics, Horror, Literature, Novels, Historical, American, Literary Fiction",351,198082
زندگی مه آلود پریا,"سید مرتضی مصطفوی, سید مرتضی مصطفوی",3.34,Fiction,204,1030
Doctor Zhivago,"Boris Pasternak, John Bayley, Max Hayward, Boris Pasternak",4.01,"Fiction, Historical Fiction, Russia, Russian Literature, Classics, Romance, Literature, Novels, Historical, War",592,100459
The Plague,"Albert Camus, Stuart Gilbert, Albert Camus",4.02,"Classics, Fiction, Philosophy, France, Literature, French Literature, Novels, 20th Century, Historical Fiction, Literary Fiction",308,295022
Coraline,"Neil Gaiman, Dave McKean, Neil Gaiman",4.13,"Fantasy, Horror, Fiction, Young Adult, Middle Grade, Childrens, Audiobook, Paranormal, Classics, Mystery",176,752355
Dear John,"Nicholas Sparks, Nicholas Sparks",4.04,"Romance, Fiction, Chick Lit, Contemporary, Adult, Contemporary Romance, Young Adult, Adult Fiction, Drama, Love",276,611928
The Firm,"Robin Waterfield, John Grisham, Robin Waterfield",4.06,"Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Legal Thriller, Novels, Law, Adult",76,633967
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,"Robert M. Pirsig, Robert M. Pirsig",3.78,"Philosophy, Fiction, Classics, Spirituality, Travel, Psychology, Self Help, Literature, Unfinished, Religion",540,239804
The English Patient,"Michael Ondaatje, Michael Ondaatje",3.86,"Fiction, Historical Fiction, Classics, Romance, War, Historical, Canada, Literature, Literary Fiction, Novels",320,136581
Midnight’s Children,"Salman Rushdie, Salman Rushdie",3.98,"Fiction, Magical Realism, Classics, India, Historical Fiction, Fantasy, Literature, Novels, Literary Fiction, Indian Literature",647,129817
Like Water for Chocolate,"Laura Esquivel, Carol Christensen, Thomas Christensen, Laura Esquivel",3.95,"Fiction, Magical Realism, Romance, Historical Fiction, Classics, Fantasy, Spanish Literature, Book Club, Food, Adult",222,384452
Dragonfly in Amber,"Diana Gabaldon, Diana Gabaldon",4.34,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance, Audiobook, Adult, Scotland",947,375235
Midnight in the Garden of Good and Evil,"John Berendt, John Berendt",3.92,"Nonfiction, True Crime, Mystery, Book Club, Crime, History, Classics, Audiobook, Southern, Memoir",386,286440
A Streetcar Named Desire,"Tennessee Williams, Tennessee Williams",3.98,"Plays, Classics, Fiction, Drama, School, Theatre, Read For School, Literature, American, 20th Century",107,326306
My Ántonia,"Willa Cather, Willa Cather",3.84,"Fiction, Historical Fiction, Classics, Book Club, Literature, School, American, Historical, Novels, Audiobook",219,143732
Breakfast at Tiffany’s and Three Stories,"Truman Capote, Truman Capote",3.83,"Fiction, Short Stories, Classics, Romance, Book Club, Audiobook, American, Literature, New York, Novels",142,283944
Breakfast of Champions,"Kurt Vonnegut Jr., Kurt Vonnegut Jr.",4.06,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, American, Audiobook, Literary Fiction, Book Club",303,272864
The Virgin Suicides,"Jeffrey Eugenides, Jeffrey Eugenides",3.79,"Fiction, Young Adult, Literary Fiction, Coming Of Age, Mental Health, Contemporary, Book Club, Novels, Literature, Adult",250,386650
The Prince,"Niccolò Machiavelli, Rufus Goodwin, Benjamin Martinez, Niccolò Machiavelli",3.84,"Philosophy, Classics, Nonfiction, Politics, History, Political Science, Literature, Italy, Italian Literature, School",144,366332
The Origin of Species,"Charles Darwin, Charles Darwin",4.01,"Science, Nonfiction, Classics, Biology, Evolution, History, Philosophy, Nature, Anthropology, Natural History",703,119418
A Fine Balance,"Rohinton Mistry, Rohinton Mistry",4.38,"Fiction, Historical Fiction, Book Club, Indian Literature, Literary Fiction, Historical, Asia, Canada, Novels, Literature",603,155656
A Feast for Crows,"George R.R. Martin, George R.R. Martin",4.17,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Adult, Audiobook, Dragons, Adventure, Epic",1060,770844
Infinite Jest,"David Foster Wallace, David Foster Wallace",4.25,"Fiction, Classics, Literature, Novels, Contemporary, Humor, Literary Fiction, Unfinished, Philosophy, American",1088,97653
Death of a Salesman,"Arthur Miller, Arthur Miller",3.58,"Classics, Plays, Fiction, Drama, School, Theatre, Literature, Read For School, High School, American",144,250320
Flowers in the Attic,"V.C. Andrews, V.C. Andrews",3.85,"Fiction, Horror, Young Adult, Classics, Gothic, Mystery, Thriller, Romance, Drama, Audiobook",389,229611
Carrie,"Stephen King, Stephen King",3.99,"Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Supernatural, Adult, Horror Thriller, Audiobook",272,801851
Pippi Longstocking,"Astrid Lindgren, Michael Chesworth, Louis S. Glanzman, Astrid Lindgren",4.15,"Classics, Childrens, Fiction, Middle Grade, Fantasy, Young Adult, Humor, Adventure, Audiobook, Swedish Literature",160,205853
The Host,"Stephenie Meyer, Stephenie Meyer",3.86,"Fantasy, Young Adult, Science Fiction, Romance, Fiction, Dystopia, Paranormal, Aliens, Adult, Paranormal Romance",619,1035898
The Scarlet Pimpernel,"Emmuska Orczy, Emmuska Orczy",4.07,"Classics, Historical Fiction, Fiction, Adventure, Historical, Mystery, Book Club, France, Literature, Audiobook",182,139410
Persuasion,"Jane Austen, Deidre Shauna Lynch, James Kinsley, Jane Austen",4.15,"Fiction, Classics, Historical Fiction, Audiobook, Historical, Literature, Book Club, 19th Century, Historical Romance, Classic Literature",249,744730
I Know Why the Caged Bird Sings,"Maya Angelou, Maya Angelou",4.3,"Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism, Book Club, Banned Books, Biography Memoir",289,562206
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Erik Larson",4.0,"Nonfiction, History, True Crime, Book Club, Crime, Historical, Mystery, Audiobook, American History, Biography",464,731335
Jonathan Strange & Mr Norrell,"Susanna Clarke, Susanna Clarke",3.87,"Fantasy, Fiction, Historical Fiction, Historical, Magic, Audiobook, Science Fiction Fantasy, Alternate History, Magical Realism, Historical Fantasy",1006,247713
Artemis Fowl,"Eoin Colfer, Eoin Colfer",3.86,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Science Fiction, Adventure, Magic, Audiobook, Urban Fantasy",396,557049
Northanger Abbey,"Jane Austen, Alfred Mac Adam, Jane Austen",3.85,"Classics, Fiction, Gothic, Historical Fiction, Literature, Audiobook, Historical, 19th Century, British Literature, Classic Literature",260,433471
"Faust, First Part","Johann Wolfgang von Goethe, Peter Salm, Johann Wolfgang von Goethe",3.86,"Fiction, Plays, Poetry, German Literature, Literature, Classics, Drama, Philosophy, School, Fantasy",327,130149
The Angel Experiment,"James Patterson, James Patterson",4.07,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Paranormal, Action, Teen, Mystery, Urban Fantasy",445,229597
High Fidelity,"Nick Hornby, Nick Hornby",3.9,"Fiction, Music, Contemporary, Humor, Romance, Novels, British Literature, Literature, Comedy, Classics",323,210307
The Shipping News,"Annie Proulx, Annie Proulx",3.88,"Fiction, Book Club, Contemporary, Canada, Literary Fiction, Literature, Classics, Novels, American, Adult Fiction",337,149626
The Chosen,"Chaim Potok, Chaim Potok",4.07,"Fiction, Classics, Historical Fiction, Young Adult, Jewish, Religion, Book Club, School, Judaism, Literature",304,95858
Night,"Elie Wiesel, Marion Wiesel, François Mauriac, Elie Wiesel",4.38,"Nonfiction, Classics, History, Memoir, School, Holocaust, Biography, Historical, War, World War II",120,1321190
Shantaram,"Gregory David Roberts, Gregory David Roberts",4.28,"Fiction, Travel, Adventure, Historical Fiction, Contemporary, Novels, Book Club, Audiobook, Crime, Unfinished",936,230846
Waiting for Godot,"Samuel Beckett, Samuel Beckett",3.84,"Plays, Classics, Fiction, Drama, Theatre, Literature, Philosophy, School, Irish Literature, France",109,215045
The Haunting of Hill House,"Shirley Jackson, Laura Miller, Shirley Jackson",3.82,"Fiction, Gothic, Mystery, Paranormal, Classics, Audiobook, Thriller, Book Club, Ghosts, Adult",182,356226
Nineteen Minutes,"Jodi Picoult, Jodi Picoult",4.17,"Fiction, Contemporary, Book Club, Drama, Adult, Chick Lit, Young Adult, Adult Fiction, Realistic Fiction, Banned Books",440,402128
The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes, C.S. Lewis",4.09,"Fantasy, Fiction, Young Adult, Childrens, Adventure, Christian, Middle Grade, Classics, Christian Fiction, Audiobook",248,493719
To the Lighthouse,"Virginia Woolf, Eudora Welty, Virginia Woolf",3.81,"Classics, Fiction, Literature, Novels, Literary Fiction, Feminism, 20th Century, British Literature, Book Club, School",209,203740
Emma,"Jane Austen, Fiona Stafford, Jane Austen",4.05,"Fiction, Historical Fiction, Literature, Audiobook, Historical, 19th Century, Classic Literature, Novels, Book Club, British Literature",474,939244
Redeeming Love,"Francine Rivers, Francine Rivers",4.51,"Romance, Christian, Christian Fiction, Fiction, Historical Fiction, Historical, Historical Romance, Book Club, Faith, Christian Romance",479,354438
"I, Robot","Isaac Asimov, Isaac Asimov",4.21,"Science Fiction, Fiction, Classics, Short Stories, Science Fiction Fantasy, Fantasy, Audiobook, Robots, Novels, Book Club",224,366367
The Reader,"Bernhard Schlink, Carol Brown Janeway, Bernhard Schlink",3.78,"Fiction, Historical Fiction, Classics, German Literature, Romance, Holocaust, Historical, Book Club, Germany, War",216,223938
The Return of the King,"J.R.R. Tolkien, J.R.R. Tolkien, Veronica Henry",4.58,"Fantasy, Fiction, Adventure, High Fantasy, Audiobook, Epic Fantasy, Science Fiction Fantasy, Novels, Literature, Adult",385,990193
A Christmas Carol,"Charles Dickens, Joe L. Wheeler, Charles Dickens",4.09,"Fiction, Christmas, Classics, Fantasy, Audiobook, Literature, Historical Fiction, Holiday, School, Book Club",184,889168
The Age of Innocence,"Edith Wharton, Maureen Howard, Edith Wharton",3.97,"Classics, Fiction, Historical Fiction, Romance, Literature, Book Club, American, Historical, Audiobook, Novels",293,187566
Dubliners,"James Joyce, Terence Brown, Jeri Johnson, James Joyce",3.84,"Classics, Fiction, Short Stories, Ireland, Literature, Irish Literature, 20th Century, Historical Fiction, Literary Fiction, School",352,167893
The Waste Land,"T.S. Eliot, Michael North, T.S. Eliot",4.11,"Poetry, Classics, Fiction, Literature, 20th Century, School, American, College, Read For School, Nobel Prize",288,57283
The Republic,"Plato, Desmond Lee, Plato",3.96,"Philosophy, Classics, Nonfiction, Politics, History, School, Literature, Ancient, Political Science, Greece",416,217725
Angels & Demons,"Dan Brown, Dan Brown",3.95,"Fiction, Mystery, Thriller, Mystery Thriller, Suspense, Adventure, Crime, Historical Fiction, Novels, Adult",736,3324069
The Twilight Collection,"Stephenie Meyer, Stephenie Meyer",3.82,"Fantasy, Young Adult, Romance, Vampires, Fiction, Paranormal, Paranormal Romance, Supernatural, Teen, Urban Fantasy",1690,47076
Voyager,"Diana Gabaldon, Diana Gabaldon",4.39,"Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance, Audiobook, Adult, Scotland",870,323128
The Jungle,"Upton Sinclair, Earl Lee, Kathleen De Grave, Upton Sinclair",3.78,"Classics, Fiction, Historical Fiction, Literature, Politics, School, Banned Books, Novels, Historical, Classic Literature",335,151249
Lover Awakened,"J.R. Ward, J.R. Ward",4.43,"Romance, Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Adult, Fiction, Supernatural, Audiobook",434,185431
Betrayed,"P.C. Cast, Kristin Cast, P.C. Cast",3.92,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Fiction, Supernatural, Urban Fantasy, Paranormal Romance, Magic",310,276642
The Bad Beginning,"Lemony Snicket, Brett Helquist, Lemony Snicket",4.02,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade, Mystery, Adventure, Audiobook, Humor, Classics",162,554084
Divine Secrets of the Ya-Ya Sisterhood,"Rebecca Wells, Rebecca Wells",3.86,"Fiction, Chick Lit, Book Club, Contemporary, Adult Fiction, Historical Fiction, Southern, Adult, Humor, Novels",383,564267
Me Talk Pretty One Day,"David Sedaris, David Sedaris",4.01,"Nonfiction, Memoir, Essays, Short Stories, Comedy, Humor, Audiobook, Biography, Book Club, Biography Memoir",272,711760
The Pearl,"John Steinbeck, John Steinbeck",3.55,"Fiction, Literature, School, Historical Fiction, American, Novels, Read For School, Short Stories, Novella, Classic Literature",96,258008
The Last Battle,"C.S. Lewis, C.S. Lewis",4.01,"Fantasy, Fiction, Classics, Young Adult, Childrens, Christian, Adventure, Middle Grade, Christian Fiction, Audiobook",288,294867
Snow Falling on Cedars,"David Guterson, David Guterson",3.86,"Fiction, Historical Fiction, Mystery, Book Club, Historical, Literary Fiction, Classics, Literature, Novels, Romance",460,191679
"I, Claudius","Robert Graves, Robert Graves",4.25,"Historical Fiction, Fiction, Classics, Historical, Literature, Novels, Italy, Audiobook, Ancient History, British Literature",469,73785
The Exorcist,"William Peter Blatty, William Peter Blatty",4.21,"Horror, Fiction, Classics, Thriller, Paranormal, Supernatural, Fantasy, Audiobook, Religion, Horror Thriller",385,255502
The Two Towers,"J.R.R. Tolkien, J.R.R. Tolkien",4.5,"Fantasy, Fiction, Adventure, High Fantasy, Audiobook, Epic Fantasy, Science Fiction Fantasy, Novels, Literature, Magic",447,1067705
Everything is Illuminated,"Jonathan Safran Foer, Jonathan Safran Foer",3.89,"Fiction, Historical Fiction, Contemporary, Novels, Book Club, Magical Realism, Literary Fiction, Literature, Jewish, Holocaust",276,182375
Sense and Sensibility,"Jane Austen, Ros Ballaster, Джейн Остин, Jane Austen",4.09,"Classics, Fiction, Romance, Historical Fiction, Literature, Historical, Audiobook, Classic Literature, 19th Century, Novels",409,1253796
A Room with a View,"E.M. Forster, E.M. Forster",3.9,"Classics, Fiction, Romance, Historical Fiction, Italy, Literature, British Literature, Book Club, Audiobook, 20th Century",119,194976
The War of the Worlds,"H.G. Wells, Arthur C. Clarke, H.G. Wells",3.83,"Science Fiction, Fiction, Classics, Fantasy, Audiobook, Horror, Science Fiction Fantasy, Literature, Novels, Aliens",192,336415
Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne, Charles Dickens",4.02,"Classics, Fiction, Literature, 19th Century, Historical Fiction, Victorian, British Literature, Novels, Audiobook, Classic Literature",1017,111914
World War Z: An Oral History of the Zombie War,"Max Brooks, Max Brooks",4.02,"Horror, Fiction, Zombies, Science Fiction, Fantasy, Post Apocalyptic, Audiobook, Dystopia, Apocalyptic, War",342,552063
Chosen,"P.C. Cast, Kristin Cast, P.C. Cast",3.91,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Fiction, Supernatural, Urban Fantasy, Paranormal Romance, Magic",307,251681
The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson, Mabel Loomis Todd, Emily Dickinson",4.28,"Poetry, Classics, Fiction, Literature, 19th Century, American, Classic Literature, Feminism, School, Womens",716,104269
Unwind,"Neal Shusterman, Neal Shusterman",4.17,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Horror, Thriller, Teen, Book Club, Adventure",337,242542
انتحار فاشل,"أحمد جمال الدين رمضان, أحمد جمال الدين رمضان",4.55,"Short Stories, Fiction, Literature, Novels, Anthologies, Collections",175,3286
Brideshead Revisited,"Evelyn Waugh, Evelyn Waugh",4.0,"Fiction, Historical Fiction, Classics, Literature, Novels, Dark Academia, British Literature, LGBT, Book Club, Literary Fiction",351,122007
North and South,"Elizabeth Gaskell, Elizabeth Gaskell",4.15,"Fiction, Romance, Historical Fiction, Classics, Historical, 19th Century, Victorian, Audiobook, Literature, Historical Romance",521,178137
The Woman in White,"Wilkie Collins, Matthew Sweet, Wilkie Collins",4.01,"Classics, Mystery, Gothic, Horror, 19th Century, Victorian, Historical Fiction, Literature, Audiobook, Book Club",672,161475
Macbeth,"William Shakespeare, Folger Shakespeare Library, Barbara A. Mowat, William Shakespeare",3.89,"Classics, Plays, Fiction, School, Drama, Read For School, Literature, Theatre, Poetry, High School",249,979748
The God Delusion,"Richard Dawkins, Richard Dawkins",3.9,"Nonfiction, Religion, Science, Philosophy, Atheism, Audiobook, Psychology, Spirituality, Theology, Evolution",374,277660
العصبي,"أحمد جمال الدين رمضان, أحمد جمال الدين رمضان",4.59,"Short Stories, Fiction, Literature, Novels, Anthologies",165,2870
Of Human Bondage,"W. Somerset Maugham, Maeve Binchy, Benjamin DeMott, W. Somerset Maugham",4.15,"Fiction, Classics, Literature, Novels, Romance, British Literature, Literary Fiction, 20th Century, Coming Of Age, Classic Literature",684,59825
2001: A Space Odyssey,"Arthur C. Clarke, Arthur C. Clarke",4.17,"Science Fiction, Fiction, Classics, Audiobook, Science Fiction Fantasy, Space, Fantasy, Novels, Literature, Speculative Fiction",297,328010
The Witching Hour,"Anne Rice, Anne Rice",4.1,"Horror, Fantasy, Fiction, Paranormal, Witches, Supernatural, Gothic, Urban Fantasy, Magic, Historical Fiction",1216,122060
Vanity Fair,"William Makepeace Thackeray, John Carey, William Makepeace Thackeray",3.81,"Classics, Fiction, Historical Fiction, Literature, 19th Century, Romance, British Literature, Victorian, Classic Literature, Historical",867,131411
Wizard's First Rule,"Terry Goodkind, Terry Goodkind",4.12,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Magic, Adventure, Romance, Adult, Audiobook",836,251223
The Left Hand of Darkness,"Ursula K. Le Guin, Ursula K. Le Guin",4.1,"Science Fiction, Fiction, Fantasy, Classics, Book Club, Science Fiction Fantasy, Queer, Speculative Fiction, Feminism, Audiobook",304,205058
Johnny Got His Gun,"Dalton Trumbo, Ron Kovic, Dalton Trumbo",4.21,"Fiction, Classics, War, Historical Fiction, Horror, Literature, Novels, Historical, World War I, Politics",309,46832
Far From the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell, Thomas Hardy",3.97,"Classics, Fiction, Romance, Historical Fiction, Literature, 19th Century, Victorian, Audiobook, Book Club, British Literature",433,161513
Much Ado About Nothing,"William Shakespeare, Paul Werstine, Gail Kern Paster, William Shakespeare",4.06,"Plays, Fiction, Classics, Romance, School, Literature, Poetry, Humor, Comedy, Read For School",249,253355
Cannery Row,"John Steinbeck, John Steinbeck",4.06,"Fiction, Classics, Literature, Historical Fiction, American, Novels, Book Club, Literary Fiction, Audiobook, Classic Literature",181,147612
Anne of Avonlea,"L.M. Montgomery, L.M. Montgomery",4.23,"Fiction, Young Adult, Historical Fiction, Classics, Childrens, Audiobook, Romance, Historical, Canada, Middle Grade",276,215762
"Cry, the Beloved Country","Alan Paton, Alan Paton",3.92,"Fiction, Classics, Historical Fiction, South Africa, Book Club, Literature, School, Novels, Historical, Read For School",316,78004
Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams, Laura Ingalls Wilder",4.21,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade, Juvenile, Audiobook, Family",335,297950
Are You My Mother?,"P.D. Eastman, P.D. Eastman",4.22,"Childrens, Fiction, Picture Books, Animals, Classics, Family, Kids, Humor, Young Adult, Juvenile",64,249477
The Polar Express,"Chris Van Allsburg, Chris Van Allsburg",4.32,"Picture Books, Childrens, Christmas, Fiction, Classics, Fantasy, Holiday, Adventure, Kids, Juvenile",32,245811
Sarah's Key,"Tatiana de Rosnay, Tatiana de Rosnay",4.18,"Historical Fiction, Fiction, Book Club, Holocaust, Historical, World War II, France, War, Adult, Adult Fiction",294,487398
Hyperion,"Dan Simmons, Dan Simmons",4.27,"Science Fiction, Fiction, Fantasy, Space Opera, Audiobook, Science Fiction Fantasy, Horror, Classics, Time Travel, Space",500,280876
Little House in the Big Woods,"Laura Ingalls Wilder, Garth Williams, Laura Ingalls Wilder",4.21,"Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade, Audiobook, Juvenile, Family",224,280370
Into Thin Air: A Personal Account of the Mt. Everest Disaster,"Jon Krakauer, Jon Krakauer",4.25,"Nonfiction, Adventure, Memoir, Travel, Biography, History, Survival, Audiobook, Mountaineering, Book Club",368,543474
A Great and Terrible Beauty,"Libba Bray, Libba Bray",3.8,"Fantasy, Young Adult, Historical Fiction, Fiction, Historical, Paranormal, Romance, Magic, Young Adult Fantasy, Teen",403,224801
The Horse and His Boy,"C.S. Lewis, C.S. Lewis",3.91,"Fantasy, Fiction, Young Adult, Childrens, Christian, Adventure, Middle Grade, Classics, Audiobook, Christian Fiction",224,377711
Chocolat,"Joanne Harris, Joanne Harris",3.96,"Fiction, Romance, Magical Realism, France, Fantasy, Contemporary, Historical Fiction, Food, Book Club, Chick Lit",306,129078
Halfway to the Grave,"Jeaniene Frost, Jeaniene Frost",4.13,"Paranormal, Vampires, Urban Fantasy, Romance, Fantasy, Paranormal Romance, Adult, Audiobook, Fiction, Supernatural",374,162361
Sabriel,"Garth Nix, Garth Nix",4.17,"Fantasy, Young Adult, Fiction, Magic, Audiobook, High Fantasy, Young Adult Fantasy, Adventure, Science Fiction Fantasy, Teen",491,214688
The Westing Game,"Ellen Raskin, Ellen Raskin",4.0,"Mystery, Fiction, Young Adult, Middle Grade, Classics, Childrens, Mystery Thriller, School, Audiobook, Book Club",182,226594
The Art of War,"Sun Tzu, Thomas Cleary, Sun Tzu",3.95,"Classics, Nonfiction, Philosophy, History, War, Politics, Business, Military Fiction, Audiobook, China",170,542081
Just Listen,"Sarah Dessen, Sarah Dessen",4.05,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Chick Lit, Teen, Music, Young Adult Contemporary, High School",371,249333
No Country for Old Men,"Cormac McCarthy, Cormac McCarthy",4.16,"Fiction, Thriller, Westerns, Crime, Mystery, Literature, Novels, Audiobook, Literary Fiction, Contemporary",309,228156
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin, Greg Mortenson",3.66,"Nonfiction, Book Club, Memoir, Biography, Travel, Education, Biography Memoir, Pakistan, History, Inspirational",349,358471
Swann’s Way,"Marcel Proust, Lydia Davis, Marcel Proust",4.15,"Fiction, France, Literature, French Literature, Novels, Philosophy, 20th Century, Literary Fiction, Unfinished, Audiobook",468,65267
The Truth About Forever,"Sarah Dessen, Sarah Dessen",4.12,"Young Adult, Romance, Contemporary, Fiction, Chick Lit, Realistic Fiction, Teen, Young Adult Contemporary, Young Adult Romance, High School",374,225165
Trainspotting,"Irvine Welsh, Irvine Welsh",4.11,"Fiction, Contemporary, Classics, Scotland, Novels, Crime, Literature, British Literature, Thriller, 20th Century",431,173811
